Web Developer - Backend,Havas Toronto,Toronto,ON,CA,Havas Toronto,"Fri, 03 Mar 2017 00:59:47 GMT",Plastic Mobile is looking for a talented <b>software</b> <b>developer</b> with experience in backend web development. You will be working as a Cloud Services <b>Developer</b> for...,http://ca.indeed.com/viewjob?jk=52e682769df8dae2&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,43.697803,-79.41209,11 days ago
Software Developer - (Permanent/Full Time),4FMV Inc.,Toronto,ON,CA,4FMV Inc.,"Sat, 28 Jan 2017 06:06:51 GMT",4FMV is looking for a <b>Software</b> <b>Developer</b> on a permanent full time basis for a client in the Insurance Industry in the GTA....,http://ca.indeed.com/viewjob?jk=b1cdceb148fea449&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,43.697803,-79.41209,30+ days ago
Senior Software Developer - Mobile,Intelligent Mechatronic,Waterloo,ON,CA,Intelligent Mechatronic,"Fri, 03 Mar 2017 18:24:09 GMT","Senior <b>Software</b> <b>Developer</b> (Mobile). As our new Senior <b>Software</b> <b>Developer</b> you will design, developand test large-scale <b>software</b> applications on a range of...",http://ca.indeed.com/viewjob?jk=a9aadbdf2b96bfce&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,43.464287,-80.51099,10 days ago
Senior Software Developer - Server,Intelligent Mechatronic,Waterloo,ON,CA,Intelligent Mechatronic,"Fri, 03 Mar 2017 18:23:55 GMT","Senior <b>Software</b> <b>Developer</b> (Server). As our new Senior <b>Software</b> <b>Developer</b> you will design, developand test large-scale <b>software</b> applications on a range of...",http://ca.indeed.com/viewjob?jk=be8edce8e1e60458&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,43.464287,-80.51099,10 days ago
Software Developer,Allegro Wireless,Vaughan,ON,CA,Allegro Wireless,"Sat, 31 Dec 2016 06:15:11 GMT",You will have the opportunity to build cutting-edge <b>software</b> solutions for some of North America抯 largest organizations....,http://ca.indeed.com/viewjob?jk=29592edd5e7f5702&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,43.832417,-79.52747,30+ days ago
"Software Developer, Value Added Services",Bell,Montréal,QC,CA,Bell Canada,"Tue, 28 Feb 2017 02:13:07 GMT","Contribute to implement good <b>software</b> development practices:. Expertise in object oriented <b>software</b> development and application development in Java, Python, PHP...",http://ca.indeed.com/viewjob?jk=6904ba3eba0272d3&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,45.508244,-73.58242,14 days ago
"Senior Software Developer, Anti-Spam","Kik Interactive, Inc.",Waterloo,ON,CA,"Kik Interactive, Inc.","Fri, 03 Mar 2017 06:56:06 GMT","As an Anti-Spam <b>Software</b> <b>Developer</b>, you will be faced with fighting sophisticated spam organizations. The Anti-Spam Team at Kik is looking for a creative and...",http://ca.indeed.com/viewjob?jk=b026d078eb7b30c4&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,43.464287,-80.51099,10 days ago
Software Developer,Macadamian Technologies,Ottawa,ON,CA,Macadamian Technologies,"Wed, 21 Dec 2016 04:30:20 GMT",Experience in Web or <b>Software</b> Development. Being able and willing to learn quickly is what has Macadamian’s developers regarded as so exceptional and talented...,http://ca.indeed.com/viewjob?jk=e8b1176bb3bb24e7&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,45.40934,-75.6978,30+ days ago
Full-Stack Developer,AppNeta,Vancouver,BC,CA,AppNeta,"Wed, 14 Dec 2016 04:55:46 GMT",Please read on if you are an enthusiastic <b>software</b> <b>developer</b> who is comfortable working from the database to the DOM....,http://ca.indeed.com/viewjob?jk=7177ef88b2292f90&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,49.247253,-123.11539,30+ days ago
Senior Software Developer,Arc'teryx,North Vancouver,BC,CA,Arc'teryx,"Thu, 09 Mar 2017 10:18:39 GMT",You have 5+ years of experience as a <b>software</b> <b>developer</b> with proven leadership and team-support capabilities....,http://ca.indeed.com/viewjob?jk=81f0035490a9ccce&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,49.315933,-123.06593,4 days ago
Go Software Developer,MindGeek,Montréal,QC,CA,MindGeek,"Sun, 26 Feb 2017 09:43:25 GMT","MindGeek is the largest, privately held company in our industry developing unparalleled technologies for high traffic, high volume online properties. Our",http://ca.indeed.com/viewjob?jk=adfe2d0e6162ebc9&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,45.508244,-73.58242,15 days ago
Senior Software Developer - Ecosystem Engineering,Polycom Inc.,Burnaby,BC,CA,Polycom Inc.,"Fri, 17 Feb 2017 01:00:22 GMT",Proficiency with state-of-the-art <b>software</b> engineering processes required. We’re ONE team that is driven by our vision to unleash the power of human...,http://ca.indeed.com/viewjob?jk=e2f4d0904ffecf56&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,49.263737,-122.95055,25 days ago
Android Software Developer,Macadamian Technologies,Ottawa,ON,CA,Macadamian Technologies,"Tue, 07 Feb 2017 04:08:21 GMT",Assists in <b>software</b> architecture and design activities Qualifications. <b>Software</b> engineering skills with strong knowledge of multiple technologies....,http://ca.indeed.com/viewjob?jk=79c32e6d31747422&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,45.40934,-75.6978,30+ days ago
"Intermediate Software Developer - Edmonton, AB",SED Systems,Edmonton,AB,CA,SED Systems,"Wed, 08 Feb 2017 22:22:33 GMT",The successful applicant will join our <b>software</b> group as an Intermediate <b>Software</b> <b>Developer</b> and will take on a key technical role on one of our project teams....,http://ca.indeed.com/viewjob?jk=a2877b9f2ab52a1b&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibasyzDT9CDNsgRmgiYTvW1ELEep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp4m11e9a1p5,53.54945,-113.46703,30+ days ago
Senior Computer Vision Software Developer,Zebra Technologies,Mississauga,ON,CA,Zebra Technologies,"Wed, 15 Feb 2017 11:56:43 GMT",Create <b>software</b> test and provide support to trouble shoot <b>software</b> issues when needed. Documentation of <b>software</b> architecture....,http://ca.indeed.com/viewjob?jk=0aae4c92a9483ed1&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,43.576923,-79.65385,26 days ago
Intermediate Rigsite Software Developer,Pason Systems Corp.,Calgary,AB,CA,Pason Systems Corp.,"Sat, 28 Jan 2017 02:28:47 GMT",Mentor junior <b>software</b> developers. Work with hardware engineers and <b>software</b> architects to implement embedded <b>software</b> systems on custom networked hardware...,http://ca.indeed.com/viewjob?jk=10378e0ecd23a6cc&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,51.04945,-114.08242,30+ days ago
Intermediate Rigsite Software Developer,Pason Systems U S A Corp,Calgary,AB,CA,Pason Systems U S A Corp,"Sat, 28 Jan 2017 02:09:55 GMT",Mentor junior <b>software</b> developers. Work with hardware engineers and <b>software</b> architects to implement embedded <b>software</b> systems on custom networked hardware...,http://ca.indeed.com/viewjob?jk=9455ada060bede6b&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,51.04945,-114.08242,30+ days ago
Software Developer (.NET),Book4time,Markham,ON,CA,Book4Time,"Wed, 08 Feb 2017 13:22:09 GMT","Strong understanding of <b>software</b> development models, TDD, unit tests, domain driven design, etc. Collaborate with other <b>Software</b> Developers, Architects and the...",http://ca.indeed.com/viewjob?jk=fb752f73369edb0f&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,43.865383,-79.26373,30+ days ago
SAS Developer Analyst,CGI,Halifax,NS,CA,CGI,"Wed, 22 Feb 2017 18:41:57 GMT","?Under general supervision, the Java <b>Software</b> <b>Developer</b> / Analyst is responsible to work effectively with peers and business counterparts to assess an assigned...",http://ca.indeed.com/viewjob?jk=4360bd6e5c0ef7c1&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,44.642857,-63.57143,19 days ago
Lead Software Developer,IBM,Toronto,ON,CA,IBM,"Tue, 07 Mar 2017 21:50:37 GMT",Strong <b>Software</b> Development skills. Exceptional understanding of <b>Software</b> Design fundamentals. 6+ years of experience in <b>software</b> development....,http://ca.indeed.com/viewjob?jk=c3bdfd29ffdef89f&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,43.697803,-79.41209,6 days ago
Senior Software Developer,Synopsys,Kanata,ON,CA,Synopsys,"Tue, 28 Feb 2017 22:34:07 GMT",Senior <b>Software</b> <b>Developer</b>. Excellent <b>software</b> engineering and problem solving skills. We are looking for an experienced and creative Senior <b>Software</b> <b>Developer</b>...,http://ca.indeed.com/viewjob?jk=270960127dfd24cf&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.29945,-75.91209,13 days ago
Senior Software Developer,MindGeek,Montréal,QC,CA,MindGeek,"Fri, 10 Mar 2017 10:25:19 GMT",We are looking for a Senior <b>Software</b> <b>Developer</b> with great analytical mind and extensive web <b>software</b> development experience under the belt....,http://ca.indeed.com/viewjob?jk=925be36c7c51e6c0&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.508244,-73.58242,3 days ago
Software Developer,BraveCS,Windsor,ON,CA,BraveCS,"Tue, 27 Dec 2016 14:09:38 GMT",Experience shipping <b>software</b> in a production environment . You enjoy hacking....,http://ca.indeed.com/viewjob?jk=ec2b9376ddacd557&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,42.29945,-83.01649,30+ days ago
Senior Software Developer - 3ds Max,Autodesk,Montréal,QC,CA,Autodesk,"Thu, 09 Mar 2017 18:08:29 GMT",Senior <b>Software</b> <b>Developer</b> - 3ds Max. Familiarity with Agile <b>software</b> development process. Autodesk makes <b>software</b> for people who make things....,http://ca.indeed.com/viewjob?jk=474a1c16e2bddaf8&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.508244,-73.58242,4 days ago
UI/UX Software Developer,Bridgewater,Ottawa,ON,CA,Bridgewater,"Thu, 26 Jan 2017 22:22:35 GMT",Who are we? Telecos today are embracing the virtualization of their networks in order to meet their growing needs of their customers in an ever changing and,http://ca.indeed.com/viewjob?jk=7a554c53bb61924d&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.40934,-75.6978,30+ days ago
Software/Data Engineer,RS Energy Group,Calgary,AB,CA,RS Energy Group,"Fri, 24 Feb 2017 20:49:16 GMT",Solid <b>software</b> <b>developer</b> with an interest in quantitative topics. MS in Computer Science or <b>Software</b> Engineering....,http://ca.indeed.com/viewjob?jk=ccf5a46c1ff8dc86&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,51.04945,-114.08242,17 days ago
Software Developer,Engineering Seismology Group Canada Inc.,Kingston,ON,CA,Engineering Seismology Group Canada Inc.,"Thu, 12 Jan 2017 18:25:22 GMT","Position: Software Developer Location: KingstonON, Canada CompanyDescription Engineering Seismology Group CanadaInc. (ESG Solutions) specializes in solving",http://ca.indeed.com/viewjob?jk=e8f270bdb645bf7a&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,44.228024,-76.47802,30+ days ago
Software?Developer,Server Mania Inc.,Stoney Creek,ON,CA,Authentic Jobs,"Wed, 22 Feb 2017 20:05:11 GMT",Supports and/or installs <b>software</b> applications as needed. Mentor and guide junior engineers on cloud and <b>software</b> engineering techniques....,http://ca.indeed.com/viewjob?jk=062176e41dafd273&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,43.214287,-79.76373,19 days ago
Senior Software Developer - Home Platform,Shopify,Ottawa,ON,CA,Shopify,"Wed, 15 Feb 2017 15:59:34 GMT","Home is the first area a merchant sees after logging into their Shopify Store. Home coaches merchants on business and ecommerce basics, and shares insightful",http://ca.indeed.com/viewjob?jk=728eac6c001f1811&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.40934,-75.6978,26 days ago
Jr WebServices / API Developer,CGI,Halifax,NS,CA,CGI,"Sat, 18 Feb 2017 00:27:50 GMT","?Under general supervision, the Java <b>Software</b> <b>Developer</b> / Analyst is responsible to work effectively with peers and business counterparts to assess an assigned...",http://ca.indeed.com/viewjob?jk=3649f2d24e81a03f&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,44.642857,-63.57143,24 days ago
Senior Software Developer,Canada Drives,Vancouver,BC,CA,Canada Drives,"Sat, 18 Feb 2017 13:54:08 GMT","We are looking for a talented senior <b>software</b> <b>developer</b> who has a passion in coding, as well as mentoring other developers in driving forward the various...",http://ca.indeed.com/viewjob?jk=10cabbd436287a48&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,49.247253,-123.11539,23 days ago
Senior Software Developer (12 Month Contract),Huawei Canada,Markham,ON,CA,Huawei Canada,"Tue, 07 Feb 2017 23:49:22 GMT","Design and develop new <b>software</b> prototypes. Seeking to hire a Senior <b>Software</b> <b>Developer</b> with exceptional programming skills using C/C++, Java and/or other...",http://ca.indeed.com/viewjob?jk=13aa39d97557a29f&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,43.865383,-79.26373,30+ days ago
Senior Software Developer,Huawei Canada,Markham,ON,CA,Huawei Canada,"Tue, 07 Feb 2017 23:48:54 GMT","Design and develop new <b>software</b> prototypes. Seeking to hire a Senior <b>Software</b> <b>Developer</b> with exceptional programming skills using C/C++, Java and/or other...",http://ca.indeed.com/viewjob?jk=c57fc3b4de7b39bd&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,43.865383,-79.26373,30+ days ago
Software Developer - Content Delivery Network (CDN),Ericsson,Montréal,QC,CA,Ericsson,"Sat, 18 Feb 2017 03:56:10 GMT","C) <b>Software</b> Defined Networking / Network Functions Virtualization / Cloud. We are looking for <b>software</b> developers with the right mindset, competence, and...",http://ca.indeed.com/viewjob?jk=c2a69aed9c812e91&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.508244,-73.58242,23 days ago
"Software Developer - Internship (Ottawa, ON)",IBM,Ottawa,ON,CA,IBM,"Sun, 08 Jan 2017 20:57:56 GMT",The following job responsibilities for <b>Software</b> <b>Developer</b> include:. We are changing the world of <b>software</b> development by putting the world’s best tools in the...,http://ca.indeed.com/viewjob?jk=04f8f799144bb28b&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.40934,-75.6978,30+ days ago
Software Developer 2,Central 1 Credit Union,Vancouver,BC,CA,Central 1 Credit Union,"Fri, 03 Feb 2017 04:10:06 GMT",The <b>Software</b> <b>Developer</b> 2 assists in the design of technical solutions and performs moderately complex programming or troubleshooting activities....,http://ca.indeed.com/viewjob?jk=2a8220ec855e30ce&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,49.247253,-123.11539,30+ days ago
Software Developer Rendering,Autodesk,Montréal,QC,CA,Autodesk,"Thu, 16 Feb 2017 17:26:21 GMT","<b>Software</b> <b>Developer</b> Rendering. BS degree in computer science, <b>software</b> engineering or equivalent experience....",http://ca.indeed.com/viewjob?jk=2e9fe9e619e7143a&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,45.508244,-73.58242,25 days ago
Software Developer,PDFTron,Vancouver,BC,CA,PDFTron,"Sun, 20 Nov 2016 09:30:28 GMT",2 to 5 years experience developing complex <b>software</b> projects and applications. Work on the development of existing and new technology (from requirements...,http://ca.indeed.com/viewjob?jk=89614c978a640da5&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,49.247253,-123.11539,30+ days ago
Senior Software Developer,Bank Of America,Toronto,ON,CA,Bank of America,"Tue, 31 Jan 2017 00:27:20 GMT","The Global Stock Loan team within Equities Technology is looking for a Senior <b>Software</b> <b>Developer</b>. The Senior <b>Software</b> <b>Developer</b> is required for Pre-Trade, Core...",http://ca.indeed.com/viewjob?jk=49c6623c322f03c8&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas3Dc2qQ2dKEdOKlFcB5psxoep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp5np1fbq0e8,43.697803,-79.41209,30+ days ago
Senior Software Developer,"LotLinx, Inc.",Hamilton,ON,CA,"LotLinx, Inc.","Thu, 09 Mar 2017 10:27:36 GMT","You are an experienced <b>Software</b> <b>Developer</b> who thrives in a fast paced enviornment that enjoys making technical magic with fresh, innovative ideas....",http://ca.indeed.com/viewjob?jk=dae40dda623a2486&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas84BGIHDoimdcEggrjW5wLcep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp6eq1fqc7nh,43.23077,-79.94505,4 days ago
Blue Planet Platform Software Developer,Ciena,Ottawa,ON,CA,Ciena,"Fri, 27 Jan 2017 17:07:47 GMT",Ciena makes <b>software</b> and hardware for operating data networks. Ciena Blue Planet division creates <b>software</b> to help design and operate networks....,http://ca.indeed.com/viewjob?jk=b8134107b40d530c&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas84BGIHDoimdcEggrjW5wLcep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp6eq1fqc7nh,45.40934,-75.6978,30+ days ago
Software Developer,Transoft Solutions Inc.,Richmond,BC,CA,BCjobs.ca,"Wed, 01 Mar 2017 13:26:37 GMT","We currently have an opening for a <b>Software</b> <b>Developer</b> at our head office in Richmond, BC. Have a passion for <b>software</b>?...",http://ca.indeed.com/viewjob?jk=929f27f4b059bb9a&qd=jRrx0GSHYhMzrHWTCmIiwZKLKDVtVJCBI7BNmKYKCxjxOPGKDYFiCVn1klEslxaUOhhfh41LUV9B5gzk5ibas84BGIHDoimdcEggrjW5wLcep6I5-twM7jC8td-9rGTG&indpubnum=898747077392090&atk=1bb5bp6eq1fqc7nh,49.167583,-123.13187,12 days ago
